scorer,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000,DLC_resnet50_PupillometryNov4shuffle1_350000
bodyparts,Up,Up,Up,Down,Down,Down,Left,Left,Left,Right,Right,Right,Center,Center,Center
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3903,169.4427947998047,79.39632415771484,1.0,168.7252655029297,131.87648010253906,1.0,145.81639099121094,106.16898345947266,1.0,190.54843139648438,107.3370590209961,1.0,167.9261016845703,106.27308654785156,1.0
3904,169.62110900878906,79.99436950683594,1.0,168.59779357910156,132.65066528320312,1.0,145.42303466796875,107.64893341064453,1.0,189.67745971679688,107.27366638183594,1.0,167.6773223876953,107.54536437988281,1.0
3905,167.88119506835938,79.42227935791016,1.0,167.10684204101562,132.77359008789062,1.0,144.53257751464844,107.37583923339844,1.0,188.41966247558594,108.20807647705078,1.0,166.2060546875,107.27462005615234,1.0
3906,166.48060607910156,75.65103149414062,1.0,166.35128784179688,129.21853637695312,1.0,143.06752014160156,104.0841293334961,1.0,186.3573760986328,105.4906997680664,1.0,165.67161560058594,103.95191192626953,1.0
3907,170.0277557373047,77.27594757080078,1.0,168.13475036621094,130.1684112548828,1.0,146.01861572265625,105.58370971679688,1.0,189.21929931640625,106.2490463256836,1.0,167.48863220214844,105.2643051147461,1.0
3908,170.74964904785156,77.37506866455078,1.0,168.89071655273438,130.37203979492188,1.0,146.748046875,105.60145568847656,1.0,190.42376708984375,106.26028442382812,1.0,168.3824920654297,105.46057891845703,1.0
3909,170.2617950439453,79.2081298828125,1.0,169.03407287597656,130.41639709472656,1.0,146.84591674804688,105.52942657470703,1.0,191.24893188476562,106.18560028076172,1.0,168.76278686523438,105.45706176757812,1.0
3910,169.48446655273438,79.82492065429688,1.0,168.7115478515625,131.3418426513672,1.0,145.9748077392578,106.06783294677734,1.0,190.31402587890625,107.20833587646484,1.0,167.99163818359375,106.34758758544922,1.0
3911,169.7584991455078,79.58934783935547,1.0,168.81959533691406,131.69825744628906,1.0,145.97145080566406,106.20489501953125,1.0,190.9253692626953,107.407958984375,1.0,168.44253540039062,106.35032653808594,1.0
3912,169.6782989501953,79.91443634033203,1.0,168.8732147216797,132.17649841308594,1.0,145.77403259277344,106.95295715332031,1.0,190.4591064453125,107.78871154785156,1.0,167.92044067382812,106.95455932617188,1.0
3913,172.51531982421875,81.5029525756836,1.0,171.22377014160156,135.30111694335938,1.0,146.97018432617188,108.98793029785156,1.0,192.4042205810547,108.62934875488281,1.0,170.3932342529297,108.62113189697266,1.0
3914,171.62738037109375,80.67588806152344,1.0,170.10836791992188,134.7210235595703,1.0,146.78945922851562,107.69866943359375,1.0,191.92672729492188,107.81610870361328,1.0,169.5059356689453,108.0643310546875,1.0
3915,172.7006378173828,81.13912200927734,1.0,171.60684204101562,136.26022338867188,1.0,147.13809204101562,109.3432388305664,1.0,193.4612274169922,109.08505249023438,1.0,170.810546875,108.74027252197266,1.0
3916,171.2344970703125,80.89073944091797,1.0,170.04153442382812,135.0587615966797,1.0,145.99464416503906,108.10431671142578,1.0,192.0683135986328,108.41342163085938,1.0,169.42214965820312,108.2925033569336,1.0
3917,171.569580078125,79.6415023803711,1.0,169.1346893310547,133.86154174804688,1.0,146.1752471923828,107.11524200439453,1.0,192.31622314453125,106.80265808105469,1.0,169.6412811279297,107.03128814697266,1.0
3918,171.30870056152344,80.05852508544922,1.0,170.1507110595703,135.2998046875,1.0,145.8995361328125,107.88138580322266,1.0,192.6724853515625,107.99425506591797,1.0,169.53042602539062,107.98108673095703,1.0
3919,170.7472381591797,79.70362091064453,1.0,169.46726989746094,135.4921112060547,1.0,145.1169891357422,107.89620208740234,1.0,191.5168914794922,107.30946350097656,1.0,168.35873413085938,107.70793914794922,1.0
3920,172.47189331054688,80.81026458740234,1.0,170.58705139160156,137.22503662109375,1.0,146.14022827148438,109.29847717285156,1.0,192.89991760253906,109.09298706054688,1.0,169.6776123046875,109.11714935302734,1.0
3921,170.6674041748047,79.97592163085938,1.0,169.56381225585938,135.49853515625,1.0,145.242431640625,108.02610778808594,1.0,192.10304260253906,107.71511840820312,1.0,168.9075469970703,107.90471649169922,1.0
3922,170.0555419921875,77.56143951416016,1.0,168.56980895996094,133.00875854492188,1.0,144.29074096679688,106.23869323730469,1.0,190.5408935546875,107.0897216796875,1.0,167.62564086914062,106.2161865234375,1.0
3923,170.97943115234375,80.95723724365234,1.0,169.73507690429688,134.3551025390625,1.0,145.72601318359375,108.24884796142578,1.0,190.99945068359375,107.74227905273438,1.0,168.7825164794922,108.28553009033203,1.0
3924,170.15052795410156,80.21873474121094,1.0,169.104248046875,132.17205810546875,1.0,145.5959930419922,106.99009704589844,1.0,190.59854125976562,107.84872436523438,1.0,168.31065368652344,106.99620819091797,1.0
3925,170.86427307128906,80.80958557128906,1.0,168.71295166015625,132.62680053710938,1.0,146.1172637939453,107.5141830444336,1.0,190.92210388183594,107.28309631347656,1.0,169.26531982421875,107.42555236816406,1.0
3926,168.15672302246094,80.28968811035156,1.0,168.3240509033203,133.01693725585938,1.0,144.634521484375,107.5803451538086,1.0,188.90118408203125,108.39715576171875,1.0,167.28086853027344,107.22347259521484,1.0
3927,169.4746856689453,79.12269592285156,1.0,168.94412231445312,130.9246826171875,1.0,145.48007202148438,105.72534942626953,1.0,190.12689208984375,106.41814422607422,1.0,168.00015258789062,105.5805435180664,1.0
3928,168.13783264160156,80.5517807006836,1.0,167.98170471191406,133.388916015625,1.0,144.25059509277344,107.6359634399414,1.0,188.87335205078125,108.60823822021484,1.0,167.19105529785156,107.53995513916016,1.0
3929,168.23495483398438,79.66084289550781,1.0,168.2395477294922,132.20249938964844,1.0,144.50180053710938,106.64993286132812,1.0,189.48280334472656,107.50084686279297,1.0,167.46575927734375,106.4674301147461,1.0
3930,168.42881774902344,80.80068969726562,1.0,167.7331085205078,134.10968017578125,1.0,144.24464416503906,108.40127563476562,1.0,188.5883331298828,108.91749572753906,1.0,166.8635711669922,107.8522720336914,1.0
3931,168.7788848876953,81.07661437988281,1.0,168.21780395507812,133.1201629638672,1.0,144.7411346435547,107.70639038085938,1.0,188.81878662109375,108.65824890136719,1.0,167.4947967529297,107.60577392578125,1.0
3932,166.97781372070312,79.67572784423828,1.0,166.91635131835938,130.60867309570312,1.0,143.66082763671875,105.4844970703125,1.0,187.58836364746094,105.96183013916016,1.0,167.84414672851562,104.24690246582031,1.0
3933,169.61558532714844,80.62740325927734,1.0,168.964111328125,132.9832000732422,1.0,145.38836669921875,107.56300354003906,1.0,189.5387420654297,107.3170166015625,1.0,168.17938232421875,107.5855484008789,1.0
3934,168.35430908203125,79.48609924316406,1.0,168.04315185546875,131.1772003173828,1.0,144.90185546875,106.03646850585938,1.0,189.12435913085938,106.84101104736328,1.0,167.6117401123047,105.78018951416016,1.0
3935,167.36007690429688,79.0877914428711,1.0,167.3793487548828,130.8527374267578,1.0,144.34756469726562,105.75413513183594,1.0,188.1457061767578,106.4827651977539,1.0,166.89013671875,105.52178192138672,1.0
3936,169.8095703125,80.9828109741211,1.0,169.04568481445312,132.99755859375,1.0,145.23736572265625,107.7265625,1.0,189.99302673339844,108.65550231933594,1.0,168.38504028320312,107.80516052246094,1.0
3937,166.81430053710938,76.786865234375,1.0,166.5838165283203,130.41720581054688,1.0,143.51129150390625,105.3052749633789,1.0,186.7479248046875,105.99783325195312,1.0,167.0075225830078,104.36222076416016,1.0
3938,169.3232421875,81.0618896484375,1.0,168.3284454345703,133.31085205078125,1.0,144.57310485839844,107.9158935546875,1.0,189.01611328125,109.02568817138672,1.0,167.93495178222656,107.9322280883789,1.0
3939,167.0246124267578,79.90447998046875,1.0,167.18423461914062,130.93304443359375,1.0,144.30149841308594,106.23331451416016,1.0,187.2268524169922,107.0771255493164,1.0,166.65890502929688,106.14154815673828,1.0
3940,167.2288360595703,79.9101333618164,1.0,167.1770477294922,129.49728393554688,1.0,145.12033081054688,105.8857421875,1.0,186.89395141601562,106.56143188476562,1.0,166.6641845703125,105.75433349609375,1.0
3941,168.48231506347656,81.2514419555664,1.0,168.22869873046875,130.4437713623047,1.0,145.635009765625,107.01693725585938,1.0,187.68499755859375,107.83493041992188,1.0,167.79283142089844,106.61205291748047,1.0
3942,165.47572326660156,79.83444213867188,1.0,164.70018005371094,128.55743408203125,1.0,144.61341857910156,105.29602813720703,1.0,184.94940185546875,105.41699981689453,1.0,165.37564086914062,104.04171752929688,1.0
3943,169.3333282470703,83.07437133789062,1.0,168.3375701904297,131.33154296875,1.0,146.70220947265625,107.8567886352539,1.0,187.40090942382812,109.08805847167969,1.0,168.30226135253906,107.72420501708984,1.0
3944,166.71063232421875,80.57891082763672,1.0,165.3798065185547,129.19723510742188,1.0,145.1177215576172,105.88331604003906,1.0,185.58468627929688,106.62517547607422,1.0,166.4810028076172,105.72982025146484,1.0
3945,167.32945251464844,80.63871765136719,1.0,167.21511840820312,127.9496078491211,1.0,146.229248046875,105.76009368896484,1.0,186.09461975097656,106.3736572265625,1.0,166.94427490234375,105.4480209350586,1.0
3946,170.24949645996094,82.2659912109375,1.0,169.15701293945312,130.02671813964844,1.0,147.52496337890625,107.19017791748047,1.0,188.455810546875,108.07817077636719,1.0,168.606689453125,106.88676452636719,1.0
3947,170.05899047851562,75.3950424194336,1.0,168.7490234375,125.3261947631836,1.0,148.87405395507812,101.95938873291016,1.0,187.4992218017578,101.73426818847656,1.0,168.7886505126953,100.84049987792969,1.0
3948,169.1076202392578,80.79077911376953,1.0,168.38134765625,128.5950164794922,1.0,147.51760864257812,105.75909423828125,1.0,187.82632446289062,106.71849060058594,1.0,168.09950256347656,105.54273223876953,1.0
3949,169.98358154296875,80.01741027832031,1.0,169.44712829589844,126.83080291748047,1.0,149.22088623046875,104.43680572509766,1.0,188.8234405517578,104.99791717529297,1.0,169.03521728515625,104.07106018066406,1.0
3950,168.47715759277344,72.714111328125,1.0,168.43801879882812,122.36056518554688,1.0,147.25860595703125,98.85555267333984,1.0,186.8186492919922,98.0299301147461,1.0,168.13363647460938,97.82286834716797,1.0
3951,168.82337951660156,81.41654205322266,1.0,168.02651977539062,129.17535400390625,1.0,146.70909118652344,106.1884994506836,1.0,187.25521850585938,106.81774139404297,1.0,167.546630859375,105.95304107666016,1.0
3952,170.46324157714844,81.2243423461914,1.0,169.26190185546875,129.02700805664062,1.0,148.1555938720703,106.05935668945312,1.0,189.22462463378906,106.74308013916016,1.0,169.23902893066406,105.59403228759766,1.0
3953,167.58938598632812,70.08610534667969,1.0,167.88226318359375,120.55342864990234,1.0,146.26815795898438,96.50987243652344,1.0,186.19680786132812,95.05022430419922,1.0,167.53819274902344,95.44751739501953,1.0
3954,168.34791564941406,71.28273010253906,1.0,168.76773071289062,121.6185073852539,1.0,147.1581573486328,97.84295654296875,1.0,187.030029296875,96.53062438964844,1.0,168.26333618164062,96.40611267089844,1.0
3955,168.86428833007812,79.91909790039062,1.0,167.7023468017578,128.17660522460938,1.0,146.88645935058594,104.73905944824219,1.0,188.00279235839844,105.48133087158203,1.0,167.6728515625,104.81220245361328,1.0
3956,169.10345458984375,74.285400390625,1.0,167.9651336669922,126.16832733154297,1.0,148.04969787597656,101.5324478149414,1.0,187.4776611328125,101.04236602783203,1.0,168.268310546875,100.17976379394531,1.0
3957,167.5974578857422,72.46513366699219,1.0,166.5706787109375,124.67813110351562,1.0,146.0645751953125,99.54732513427734,1.0,185.82574462890625,98.92465209960938,1.0,167.00572204589844,98.4473648071289,1.0
3958,166.09878540039062,76.5525131225586,1.0,165.1616973876953,127.48567199707031,1.0,144.61631774902344,104.44168853759766,1.0,185.10787963867188,104.48715209960938,1.0,165.58758544921875,103.0361099243164,1.0
3959,166.811279296875,79.3373794555664,1.0,165.41867065429688,129.7562713623047,1.0,145.1426239013672,105.43421936035156,1.0,185.77011108398438,105.78765106201172,1.0,167.59046936035156,104.52398681640625,1.0
3960,168.27066040039062,79.18541717529297,1.0,167.46389770507812,128.4841766357422,1.0,146.33505249023438,105.12077331542969,1.0,187.4556427001953,105.87920379638672,1.0,167.03135681152344,105.11685943603516,1.0
3961,164.40664672851562,76.19081115722656,1.0,163.7390594482422,125.65901947021484,1.0,140.8779754638672,101.10623931884766,1.0,182.3251495361328,100.72077178955078,1.0,163.68373107910156,99.67931365966797,1.0
3962,167.43515014648438,79.06676483154297,1.0,165.93238830566406,129.62110900878906,1.0,145.21246337890625,105.30226135253906,1.0,186.3507537841797,105.32780456542969,1.0,167.95651245117188,104.3351821899414,1.0
3963,168.79151916503906,79.81441497802734,1.0,168.17393493652344,130.3389129638672,1.0,146.04823303222656,106.16114807128906,1.0,188.6920623779297,106.53279113769531,1.0,167.2460174560547,105.76222229003906,1.0
3964,170.25579833984375,77.75602722167969,1.0,168.44349670410156,130.1903076171875,1.0,146.21932983398438,105.61139678955078,1.0,189.5511474609375,106.19219970703125,1.0,167.6068878173828,105.22282409667969,1.0
3965,167.35986328125,75.9627685546875,1.0,166.69444274902344,129.4230499267578,1.0,143.94815063476562,104.6793212890625,1.0,186.91400146484375,104.53895568847656,1.0,166.03054809570312,103.30593872070312,1.0
3966,166.94691467285156,75.24900817871094,1.0,166.78199768066406,130.093994140625,1.0,143.7264862060547,104.61682891845703,1.0,187.4689483642578,104.71749877929688,1.0,165.92250061035156,103.33409118652344,1.0
3967,166.8065643310547,75.63046264648438,1.0,166.59347534179688,130.44273376464844,1.0,143.51092529296875,104.59237670898438,1.0,187.0335235595703,105.29789733886719,1.0,165.80845642089844,103.65959930419922,1.0
3968,168.69471740722656,79.37606048583984,1.0,167.9495849609375,131.94126892089844,1.0,144.58705139160156,106.32657623291016,1.0,188.86184692382812,107.02523040771484,1.0,167.11622619628906,106.23181915283203,1.0
3969,165.24215698242188,75.48147583007812,1.0,164.24130249023438,130.1558074951172,1.0,141.9245147705078,104.30487060546875,1.0,185.57371520996094,105.05812072753906,1.0,164.7245635986328,103.57062530517578,1.0
3970,167.2375030517578,78.45011138916016,1.0,166.85743713378906,129.9886474609375,1.0,143.9569091796875,105.31341552734375,1.0,187.4710235595703,105.63871002197266,1.0,167.61557006835938,104.17577362060547,1.0
3971,165.94142150878906,79.81979370117188,1.0,166.0898895263672,132.1858673095703,1.0,142.91075134277344,107.37989807128906,1.0,185.8014678955078,107.35565185546875,1.0,165.8536834716797,105.71610260009766,1.0
3972,165.91786193847656,79.41120147705078,1.0,166.26600646972656,131.79925537109375,1.0,143.69619750976562,106.86270141601562,1.0,186.02166748046875,107.43505096435547,1.0,166.33082580566406,105.41874694824219,1.0
3973,161.813232421875,75.9482192993164,1.0,161.4505615234375,129.17843627929688,1.0,138.3720703125,103.14323425292969,1.0,181.00514221191406,102.9962387084961,1.0,160.95159912109375,103.11520385742188,1.0
3974,164.653564453125,76.27694702148438,1.0,162.6693115234375,130.41790771484375,1.0,141.3463134765625,105.03047180175781,1.0,183.76046752929688,103.73168182373047,1.0,163.48138427734375,104.18958282470703,1.0
3975,166.3196563720703,76.65729522705078,1.0,166.50677490234375,130.8404083251953,1.0,143.3065643310547,105.61231231689453,1.0,186.27178955078125,106.04359436035156,1.0,166.3953094482422,104.506103515625,1.0
3976,167.7539520263672,79.50524139404297,1.0,167.3645477294922,131.75216674804688,1.0,144.23683166503906,106.84063720703125,1.0,187.4940643310547,107.08899688720703,1.0,166.28334045410156,106.23381042480469,1.0
3977,166.1675567626953,77.08262634277344,1.0,165.87933349609375,132.03421020507812,1.0,142.67196655273438,106.46050262451172,1.0,185.88465881347656,107.0754165649414,1.0,165.18930053710938,104.82254791259766,1.0
3978,166.85581970214844,79.65597534179688,1.0,166.3124237060547,133.12692260742188,1.0,143.32830810546875,107.50594329833984,1.0,186.34986877441406,107.73689270019531,1.0,166.15109252929688,106.06246948242188,1.0
3979,166.1238250732422,76.04536437988281,1.0,163.35833740234375,131.09075927734375,1.0,141.72608947753906,104.90314483642578,1.0,186.62533569335938,105.76364135742188,1.0,165.9423828125,104.04267883300781,1.0
3980,166.1658935546875,80.70730590820312,1.0,166.2101287841797,134.58421325683594,1.0,142.45681762695312,108.58071899414062,1.0,186.7196807861328,109.15522003173828,1.0,165.55218505859375,107.01823425292969,1.0
3981,167.27386474609375,77.3269271850586,1.0,166.44056701660156,134.11354064941406,1.0,142.34817504882812,107.50016021728516,1.0,187.72152709960938,108.50456237792969,1.0,165.2314910888672,106.11705017089844,1.0
3982,167.7467803955078,77.61607360839844,1.0,166.497802734375,134.708251953125,1.0,142.29342651367188,107.71417236328125,1.0,187.76687622070312,108.45170593261719,1.0,165.8024444580078,106.21009826660156,1.0
3983,167.28565979003906,76.78205108642578,1.0,166.2825927734375,134.87940979003906,1.0,141.1121063232422,106.86172485351562,1.0,188.05506896972656,108.18257141113281,1.0,165.29212951660156,105.89059448242188,1.0
3984,166.47023010253906,75.3609390258789,1.0,165.90863037109375,133.2484130859375,1.0,140.57315063476562,103.98599243164062,1.0,188.3238983154297,106.28980255126953,1.0,165.85302734375,104.12818908691406,1.0
3985,167.6085968017578,77.50358581542969,1.0,164.95103454589844,136.2344512939453,1.0,140.17300415039062,108.17362213134766,1.0,188.66334533691406,109.6245346069336,1.0,165.0505828857422,106.77684020996094,1.0
3986,168.1515350341797,76.40876770019531,1.0,165.89613342285156,135.85853576660156,1.0,140.75753784179688,107.24063110351562,1.0,189.98602294921875,108.46588897705078,1.0,165.77569580078125,106.1554183959961,1.0
3987,168.2137451171875,75.76335144042969,1.0,166.67449951171875,135.2708740234375,1.0,140.60215759277344,105.7966079711914,1.0,190.8822784423828,107.64559173583984,1.0,166.96334838867188,105.10437774658203,1.0
3988,167.14390563964844,74.6862564086914,1.0,166.39923095703125,134.59579467773438,1.0,139.7413787841797,105.26023864746094,1.0,189.89486694335938,106.94659423828125,1.0,165.51846313476562,104.56869506835938,1.0
3989,167.09498596191406,74.57318878173828,1.0,166.3985595703125,133.7124481201172,1.0,140.2411651611328,104.49581909179688,1.0,190.15626525878906,106.10780334472656,1.0,166.07611083984375,104.14244079589844,1.0
3990,165.50372314453125,75.76168823242188,1.0,164.8737335205078,134.89524841308594,1.0,138.64898681640625,106.46483612060547,1.0,187.03627014160156,107.55583190917969,1.0,163.3966827392578,105.11729431152344,1.0
3991,166.8679962158203,75.576416015625,1.0,166.1629638671875,134.23226928710938,1.0,140.2169952392578,106.06781005859375,1.0,188.28128051757812,107.3455581665039,1.0,164.80490112304688,105.05465698242188,1.0
3992,165.72561645507812,76.14249420166016,1.0,165.4965362548828,134.50442504882812,1.0,139.54208374023438,106.20730590820312,1.0,186.86976623535156,107.71376037597656,1.0,163.94287109375,105.0714340209961,1.0
3993,166.02938842773438,75.24496459960938,1.0,165.6223602294922,133.73013305664062,1.0,139.7847900390625,105.5094985961914,1.0,186.97344970703125,106.71820831298828,1.0,164.14584350585938,104.39046478271484,1.0
3994,165.0762481689453,73.58676147460938,1.0,164.8804931640625,131.3213348388672,1.0,138.91043090820312,103.30232238769531,1.0,186.51559448242188,104.8655776977539,1.0,163.54306030273438,103.40974426269531,1.0
3995,166.60740661621094,75.96223449707031,1.0,165.732666015625,133.89767456054688,1.0,140.41709899902344,105.99595642089844,1.0,187.49362182617188,107.3441162109375,1.0,164.7217254638672,105.07035827636719,1.0
3996,168.63937377929688,77.47211456298828,1.0,167.08128356933594,134.85177612304688,1.0,142.53128051757812,107.63143920898438,1.0,189.30706787109375,108.43952178955078,1.0,165.65318298339844,107.20770263671875,1.0
3997,168.5973358154297,77.20484924316406,1.0,167.08282470703125,134.66140747070312,1.0,142.5117950439453,107.5758056640625,1.0,188.95787048339844,108.52832794189453,1.0,165.52157592773438,107.2477035522461,1.0
3998,167.92457580566406,78.83409881591797,1.0,167.54434204101562,134.71444702148438,1.0,142.9204864501953,107.4368896484375,1.0,189.3779754638672,108.39308166503906,1.0,166.06106567382812,107.17646026611328,1.0
3999,172.81680297851562,78.76892852783203,1.0,170.12411499023438,133.14642333984375,1.0,147.43087768554688,105.80016326904297,1.0,194.79824829101562,105.785400390625,1.0,171.6622314453125,105.74107360839844,1.0
4000,172.26754760742188,75.70206451416016,1.0,170.1349639892578,131.3594970703125,1.0,145.940185546875,104.95657348632812,1.0,193.31027221679688,104.16188049316406,1.0,169.5227508544922,104.37091064453125,1.0
4001,172.06398010253906,76.19892120361328,1.0,168.55926513671875,133.97802734375,1.0,145.57313537597656,105.88784790039062,1.0,193.17019653320312,105.56570434570312,1.0,169.4766387939453,105.27626037597656,1.0
4002,172.06320190429688,76.99724578857422,1.0,169.7977752685547,135.9741668701172,1.0,145.4481964111328,106.96728515625,1.0,193.150146484375,106.77650451660156,1.0,168.91213989257812,107.18782806396484,1.0
4003,170.42713928222656,75.61077880859375,1.0,168.93836975097656,134.55441284179688,1.0,144.4982452392578,105.69660949707031,1.0,192.333251953125,105.32404327392578,1.0,168.25607299804688,105.55357360839844,1.0
4004,168.6807403564453,74.0384292602539,1.0,167.5967254638672,132.04986572265625,1.0,143.06504821777344,104.16181182861328,1.0,191.83543395996094,105.0851058959961,1.0,167.62460327148438,103.31299591064453,1.0
4005,168.8338165283203,75.3499755859375,1.0,167.1053009033203,134.14808654785156,1.0,142.9068603515625,105.99320220947266,1.0,191.52810668945312,107.07132720947266,1.0,166.68145751953125,106.18692016601562,1.0
4006,171.8780517578125,76.32025909423828,1.0,169.3193359375,135.0444793701172,1.0,144.8057403564453,106.3185806274414,1.0,192.7870635986328,106.38691711425781,1.0,168.6183319091797,106.36714935302734,1.0
4007,169.4259796142578,76.71149444580078,1.0,168.9401092529297,135.08425903320312,1.0,143.791259765625,106.01194763183594,1.0,191.51205444335938,106.67434692382812,1.0,167.52694702148438,106.51158142089844,1.0
4008,171.60101318359375,76.31511688232422,1.0,168.2261962890625,134.11158752441406,1.0,145.24099731445312,106.3559341430664,1.0,191.99722290039062,106.08361053466797,1.0,168.63107299804688,106.2260971069336,1.0
4009,168.853759765625,75.03348541259766,1.0,168.04689025878906,130.96524047851562,1.0,143.84921264648438,104.19974517822266,1.0,191.1946563720703,105.38284301757812,1.0,167.16371154785156,104.27938842773438,1.0
4010,170.60447692871094,76.69092559814453,1.0,168.24293518066406,133.3151397705078,1.0,144.3929901123047,106.47894287109375,1.0,191.50294494628906,107.54365539550781,1.0,167.32879638671875,106.42584228515625,1.0
4011,169.78599548339844,78.99813079833984,1.0,169.51084899902344,134.8468017578125,1.0,145.22305297851562,107.0002212524414,1.0,191.830322265625,106.56192016601562,1.0,168.15911865234375,107.08132934570312,1.0
4012,170.49520874023438,76.5296859741211,1.0,168.5220489501953,133.09295654296875,1.0,144.4891357421875,106.1649398803711,1.0,191.34506225585938,106.93777465820312,1.0,167.67857360839844,106.0174789428711,1.0
4013,169.78274536132812,75.9873046875,1.0,168.10958862304688,132.36561584472656,1.0,144.237548828125,105.63876342773438,1.0,191.50494384765625,106.72464752197266,1.0,167.6238250732422,105.52335357666016,1.0
4014,169.63209533691406,75.67884063720703,1.0,168.11029052734375,132.11219787597656,1.0,144.33956909179688,105.40833282470703,1.0,191.51788330078125,106.18402099609375,1.0,167.65138244628906,104.95671081542969,1.0
4015,171.21170043945312,77.38463592529297,1.0,169.04908752441406,133.2134246826172,1.0,144.8919677734375,106.3833236694336,1.0,191.5997314453125,105.76631927490234,1.0,168.26638793945312,106.32295227050781,1.0
4016,170.12936401367188,76.64925384521484,1.0,168.2573699951172,133.1990509033203,1.0,144.19813537597656,106.18614196777344,1.0,190.63336181640625,107.1088638305664,1.0,167.1220703125,106.12666320800781,1.0
4017,169.3740234375,77.68978118896484,1.0,167.7820587158203,133.6547393798828,1.0,143.75315856933594,107.17919158935547,1.0,190.08206176757812,107.72967529296875,1.0,166.6271209716797,106.7894515991211,1.0
4018,168.04293823242188,75.40271759033203,1.0,166.76971435546875,131.1833953857422,1.0,143.2985076904297,105.32042694091797,1.0,188.7979278564453,105.93279266357422,1.0,166.3158416748047,104.10636138916016,1.0
4019,166.01499938964844,75.3309326171875,1.0,165.45562744140625,131.20135498046875,1.0,140.7506103515625,105.12002563476562,1.0,186.29364013671875,106.04248046875,1.0,165.32957458496094,103.93170928955078,1.0
4020,166.5198516845703,77.00267791748047,1.0,165.84490966796875,132.77687072753906,1.0,141.6201629638672,106.23286437988281,1.0,186.35955810546875,107.24458312988281,1.0,165.18748474121094,105.05774688720703,1.0
4021,164.5425567626953,75.93765258789062,1.0,163.13418579101562,132.41355895996094,1.0,140.3150634765625,105.42340850830078,1.0,184.67196655273438,106.61390686035156,1.0,163.7791748046875,104.12956237792969,1.0
4022,165.59657287597656,76.44107055664062,1.0,165.57980346679688,132.34568786621094,1.0,141.15248107910156,105.7511215209961,1.0,185.3053436279297,106.73880004882812,1.0,164.4865264892578,104.6855697631836,1.0
4023,165.4332275390625,75.4754867553711,1.0,163.70941162109375,131.52200317382812,1.0,141.36660766601562,104.6498794555664,1.0,185.615966796875,105.15472412109375,1.0,164.17254638671875,104.01589965820312,1.0
4024,166.59796142578125,75.34635162353516,1.0,165.78683471679688,130.80581665039062,1.0,143.30186462402344,105.09111785888672,1.0,186.54486083984375,105.82354736328125,1.0,165.97215270996094,103.58989715576172,1.0
4025,168.14920043945312,75.85894012451172,1.0,167.35769653320312,132.13284301757812,1.0,143.3319091796875,105.83114624023438,1.0,188.99635314941406,106.51757049560547,1.0,167.29107666015625,104.15939331054688,1.0
4026,170.0254364013672,77.2376480102539,1.0,167.63543701171875,134.6167449951172,1.0,143.29100036621094,107.30503845214844,1.0,190.26824951171875,107.85340118408203,1.0,166.63255310058594,106.75862884521484,1.0
4027,169.36605834960938,76.69775390625,1.0,167.9638214111328,134.79901123046875,1.0,143.53759765625,106.95571899414062,1.0,190.46165466308594,107.73858642578125,1.0,166.39088439941406,106.65713500976562,1.0
4028,168.07240295410156,75.76942443847656,1.0,166.78411865234375,134.31199645996094,1.0,141.58621215820312,105.8553466796875,1.0,190.09068298339844,107.25251007080078,1.0,166.69448852539062,105.02989959716797,1.0
4029,168.86041259765625,76.0059814453125,1.0,167.0594482421875,135.1739501953125,1.0,141.60353088378906,106.66250610351562,1.0,190.49017333984375,107.98455810546875,1.0,166.79225158691406,105.33068084716797,1.0
4030,168.76699829101562,76.44877624511719,1.0,165.6981964111328,136.21533203125,1.0,141.87246704101562,107.82746124267578,1.0,190.3017120361328,107.58860778808594,1.0,166.33103942871094,106.01712036132812,1.0
4031,169.1736602783203,76.9952621459961,1.0,166.52056884765625,136.98709106445312,1.0,142.1327362060547,107.90300750732422,1.0,190.8684539794922,107.53599548339844,1.0,165.96420288085938,107.68929290771484,1.0
4032,168.64666748046875,76.70327758789062,1.0,166.2250518798828,137.0375213623047,1.0,140.61541748046875,106.91177368164062,1.0,190.93551635742188,107.47982025146484,1.0,165.7166748046875,107.35220336914062,1.0
4033,170.35108947753906,75.74799346923828,1.0,167.7543182373047,135.71737670898438,1.0,143.23011779785156,107.0431900024414,1.0,192.3975067138672,106.29541015625,1.0,167.4368133544922,106.6132583618164,1.0
